Date,City,Value
08-01-2014,Dallas,277.5
08-01-2014,Houston,281.78
08-01-2014,Kansas City,268.68
08-01-2014,Minneapolis,252.72
08-01-2014,Saint Louis,267.97
08-01-2014,Chicago,257.9
08-01-2014,Nashville,265.84
08-01-2014,Indianapolis,260.9
08-01-2014,Atlanta,264.86
08-01-2014,Detroit,256.74
08-01-2014,Jacksonville,273.84
08-01-2014,Charlotte,265.64
08-01-2014,Miami,287.92
08-01-2014,Pittsburgh,258.6
08-01-2014,Toronto,257.88
08-01-2014,Philadelphia,260.66
08-01-2014,New York,260.04
08-01-2014,Montreal,259.1
08-01-2014,Boston,260.12
08-01-2014,Beersheba,282.25
08-01-2014,Tel Aviv District,286.76
08-01-2014,Eilat,286.57
08-01-2014,Haifa,286.55
08-01-2014,Nahariyya,284.8
08-01-2014,Jerusalem,283.32
09-01-2014,Vancouver,279.16
09-01-2014,Portland,280.02
09-01-2014,San Francisco,283.53
09-01-2014,Seattle,279.32
09-01-2014,Los Angeles,284.65
09-01-2014,San Diego,285.02
09-01-2014,Las Vegas,280.96
09-01-2014,Phoenix,282.01
09-01-2014,Albuquerque,272.73
09-01-2014,Denver,271.26
09-01-2014,San Antonio,284.28
09-01-2014,Dallas,279.78
09-01-2014,Houston,287.29
09-01-2014,Kansas City,265.62
09-01-2014,Minneapolis,256.38
09-01-2014,Saint Louis,267.6
09-01-2014,Chicago,259.7
09-01-2014,Nashville,275.24
09-01-2014,Indianapolis,266.5
09-01-2014,Atlanta,273.15
09-01-2014,Detroit,258.91
09-01-2014,Jacksonville,283.08
09-01-2014,Charlotte,271.22
09-01-2014,Miami,295.05
09-01-2014,Pittsburgh,267.7
09-01-2014,Toronto,263.28
09-01-2014,Philadelphia,268.54
09-01-2014,New York,267.35
09-01-2014,Montreal,262.82
09-01-2014,Boston,265.16
09-01-2014,Beersheba,282.25
09-01-2014,Tel Aviv District,286.06
09-01-2014,Eilat,287.15
09-01-2014,Haifa,287.33
09-01-2014,Nahariyya,284.23
09-01-2014,Jerusalem,283.32
10-01-2014,Vancouver,278.77
10-01-2014,Portland,281.74
10-01-2014,San Francisco,283.43
10-01-2014,Seattle,280.8
10-01-2014,Los Angeles,284.51
10-01-2014,San Diego,283.31
10-01-2014,Las Vegas,281.02
10-01-2014,Phoenix,281.8
10-01-2014,Albuquerque,277.09
10-01-2014,Denver,273.1
10-01-2014,San Antonio,290.52
10-01-2014,Dallas,284.46
10-01-2014,Houston,290.16
10-01-2014,Kansas City,274.2
10-01-2014,Minneapolis,266.6
10-01-2014,Saint Louis,274.04
10-01-2014,Chicago,272.16
10-01-2014,Nashville,280.32
10-01-2014,Indianapolis,273.92
10-01-2014,Atlanta,278.21
10-01-2014,Detroit,271.14
10-01-2014,Jacksonville,289.34
10-01-2014,Charlotte,278.6
10-01-2014,Miami,296.78
10-01-2014,Pittsburgh,273.8
10-01-2014,Toronto,268.91
10-01-2014,Philadelphia,271.4
10-01-2014,New York,270.89
10-01-2014,Montreal,261.59
10-01-2014,Boston,266.78
10-01-2014,Beersheba,282.25
10-01-2014,Tel Aviv District,286.16
10-01-2014,Eilat,284.15
10-01-2014,Haifa,285.66
10-01-2014,Nahariyya,283.02
10-01-2014,Jerusalem,283.32
11-01-2014,Vancouver,280
11-01-2014,Portland,283.52
11-01-2014,San Francisco,282.68
11-01-2014,Seattle,280.72
11-01-2014,Los Angeles,285.94
11-01-2014,San Diego,285
11-01-2014,Las Vegas,280.88
11-01-2014,Phoenix,281.8
11-01-2014,Albuquerque,278.36
11-01-2014,Denver,274.78
11-01-2014,San Antonio,286.94
11-01-2014,Dallas,282.89
11-01-2014,Houston,292.53
11-01-2014,Kansas City,275.61
11-01-2014,Minneapolis,271.52
11-01-2014,Saint Louis,279.27
11-01-2014,Chicago,276.2
11-01-2014,Nashville,285.6
11-01-2014,Indianapolis,278.21
11-01-2014,Atlanta,286.52
11-01-2014,Detroit,277.58
11-01-2014,Jacksonville,292.13
11-01-2014,Charlotte,279.15
11-01-2014,Miami,297.15
11-01-2014,Pittsburgh,282.87
11-01-2014,Toronto,276.12
11-01-2014,Philadelphia,281.56
11-01-2014,New York,278.92
11-01-2014,Montreal,269.4
11-01-2014,Boston,277.62
11-01-2014,Beersheba,282.25
11-01-2014,Tel Aviv District,287.62
11-01-2014,Eilat,288.65
11-01-2014,Haifa,286.96
11-01-2014,Nahariyya,284.26
11-01-2014,Jerusalem,283.32
12-01-2014,Vancouver,279.02
12-01-2014,Portland,279.3
12-01-2014,San Francisco,282.2
12-01-2014,Seattle,278.9
12-01-2014,Los Angeles,286.29
12-01-2014,San Diego,284.42
12-01-2014,Las Vegas,283.01
12-01-2014,Phoenix,283.24
12-01-2014,Albuquerque,277.68
12-01-2014,Denver,277.86
12-01-2014,San Antonio,282.72
12-01-2014,Dallas,282.84
12-01-2014,Houston,283.78
12-01-2014,Kansas City,277.1
12-01-2014,Minneapolis,270.81
12-01-2014,Saint Louis,277
12-01-2014,Chicago,273.27
12-01-2014,Nashville,278.83
12-01-2014,Indianapolis,274.56
12-01-2014,Atlanta,282.32
12-01-2014,Detroit,274.46
12-01-2014,Jacksonville,289.64
12-01-2014,Charlotte,283.72
12-01-2014,Miami,295.64
12-01-2014,Pittsburgh,274.88
12-01-2014,Toronto,275.21
12-01-2014,Philadelphia,279.56
12-01-2014,New York,280.02
12-01-2014,Montreal,275.72
12-01-2014,Boston,279.98
12-01-2014,Beersheba,282.25
12-01-2014,Tel Aviv District,288.66
12-01-2014,Eilat,287.65
12-01-2014,Haifa,287.81
12-01-2014,Nahariyya,285.74
12-01-2014,Jerusalem,283.32
13-01-2014,Vancouver,279.68
13-01-2014,Portland,282.51
13-01-2014,San Francisco,283.68
13-01-2014,Seattle,282.36
13-01-2014,Los Angeles,287.47
13-01-2014,San Diego,286.54
13-01-2014,Las Vegas,281.89
13-01-2014,Phoenix,284.68
13-01-2014,Albuquerque,275.02
13-01-2014,Denver,273.21
13-01-2014,San Antonio,289.46
13-01-2014,Dallas,288.94
13-01-2014,Houston,291.14
13-01-2014,Kansas City,278.26
13-01-2014,Minneapolis,272.22
13-01-2014,Saint Louis,283.62
13-01-2014,Chicago,278.58
13-01-2014,Nashville,282.66
13-01-2014,Indianapolis,280.33
13-01-2014,Atlanta,279.31
13-01-2014,Detroit,276.04
13-01-2014,Jacksonville,281.78
13-01-2014,Charlotte,277.88
13-01-2014,Miami,294.49
13-01-2014,Pittsburgh,275.94
13-01-2014,Toronto,274.74
13-01-2014,Philadelphia,274.94
13-01-2014,New York,276.32
13-01-2014,Montreal,274.61
13-01-2014,Boston,276.34
13-01-2014,Beersheba,282.25
13-01-2014,Tel Aviv District,289.42
13-01-2014,Eilat,289.15
13-01-2014,Haifa,287.59
13-01-2014,Nahariyya,286.42
13-01-2014,Jerusalem,283.32
14-01-2014,Vancouver,282.12
14-01-2014,Portland,281.35
14-01-2014,San Francisco,285.04
14-01-2014,Seattle,281.98
14-01-2014,Los Angeles,289.76
14-01-2014,San Diego,287.68
14-01-2014,Las Vegas,285.8
14-01-2014,Phoenix,290.97
14-01-2014,Albuquerque,277.44
14-01-2014,Denver,275.01
14-01-2014,San Antonio,281.23
14-01-2014,Dallas,285.53
14-01-2014,Houston,284.86
14-01-2014,Kansas City,300.15
14-01-2014,Minneapolis,267.98
14-01-2014,Saint Louis,278.82
14-01-2014,Chicago,273.96
14-01-2014,Nashville,291.61
14-01-2014,Indianapolis,274.98
14-01-2014,Atlanta,282.7
14-01-2014,Detroit,275.15
14-01-2014,Jacksonville,290.15
14-01-2014,Charlotte,281.39
14-01-2014,Miami,296.58
14-01-2014,Pittsburgh,278.99
14-01-2014,Toronto,277.03
14-01-2014,Philadelphia,282.03
14-01-2014,New York,280.11
14-01-2014,Montreal,276.68
14-01-2014,Boston,282.24
14-01-2014,Beersheba,282.25
14-01-2014,Tel Aviv District,287.64
14-01-2014,Eilat,288.15
14-01-2014,Haifa,290.59
14-01-2014,Nahariyya,293.21
14-01-2014,Jerusalem,283.32
15-01-2014,Vancouver,280.6
15-01-2014,Portland,277.54
15-01-2014,San Francisco,284.62
15-01-2014,Seattle,280.16
15-01-2014,Los Angeles,291.72
15-01-2014,San Diego,289.9
15-01-2014,Las Vegas,283.66
15-01-2014,Phoenix,284.65
15-01-2014,Albuquerque,276.98
15-01-2014,Denver,269.6
15-01-2014,San Antonio,285.16
15-01-2014,Dallas,280.06
15-01-2014,Houston,285.32
15-01-2014,Kansas City,269.13
15-01-2014,Minneapolis,259.85
15-01-2014,Saint Louis,270.89
15-01-2014,Chicago,266.16
15-01-2014,Nashville,274.62
15-01-2014,Indianapolis,268.69
15-01-2014,Atlanta,278.72
15-01-2014,Detroit,270.58
15-01-2014,Jacksonville,282.78
15-01-2014,Charlotte,275.62
15-01-2014,Miami,292.78
15-01-2014,Pittsburgh,274.15
15-01-2014,Toronto,273.01
15-01-2014,Philadelphia,277.34
15-01-2014,New York,277.06
15-01-2014,Montreal,273.65
15-01-2014,Boston,278.91
15-01-2014,Beersheba,282.25
15-01-2014,Tel Aviv District,287.04
15-01-2014,Eilat,288.65
15-01-2014,Haifa,290.59
15-01-2014,Nahariyya,288.93
15-01-2014,Jerusalem,283.32
16-01-2014,Vancouver,277.36
16-01-2014,Portland,276.16
16-01-2014,San Francisco,286.32
16-01-2014,Seattle,278.12
16-01-2014,Los Angeles,291.4
16-01-2014,San Diego,291.58
16-01-2014,Las Vegas,284.3
16-01-2014,Phoenix,284.92
16-01-2014,Albuquerque,278.03
16-01-2014,Denver,278.09
16-01-2014,San Antonio,281.3
16-01-2014,Dallas,280.5
16-01-2014,Houston,280.2
16-01-2014,Kansas City,276.16
16-01-2014,Minneapolis,267.7
16-01-2014,Saint Louis,271.46
16-01-2014,Chicago,269.04
16-01-2014,Nashville,269.98
16-01-2014,Indianapolis,267.48
16-01-2014,Atlanta,273.15
16-01-2014,Detroit,267.23
16-01-2014,Jacksonville,282.16
16-01-2014,Charlotte,276
16-01-2014,Miami,287.74
16-01-2014,Pittsburgh,269.72
16-01-2014,Toronto,269.38
16-01-2014,Philadelphia,275.42
16-01-2014,New York,276.94
16-01-2014,Montreal,272.08
16-01-2014,Boston,275.04
16-01-2014,Beersheba,282.25
16-01-2014,Tel Aviv District,290.1
16-01-2014,Eilat,290.15
16-01-2014,Haifa,289.26
16-01-2014,Nahariyya,286.77
16-01-2014,Jerusalem,283.32
17-01-2014,Vancouver,285.34
17-01-2014,Portland,289.14
17-01-2014,San Francisco,293.5
17-01-2014,Seattle,287.74
17-01-2014,Los Angeles,301.11
17-01-2014,San Diego,297.86
17-01-2014,Las Vegas,295.59
17-01-2014,Phoenix,299.76
17-01-2014,Albuquerque,289.56
17-01-2014,Denver,281.54
17-01-2014,San Antonio,289.4
17-01-2014,Dallas,293.56
17-01-2014,Houston,290.14
17-01-2014,Kansas City,287.39
17-01-2014,Minneapolis,276.79
17-01-2014,Saint Louis,288.69
17-01-2014,Chicago,285.19
17-01-2014,Nashville,291.61
17-01-2014,Indianapolis,286.24
17-01-2014,Atlanta,291.51
17-01-2014,Detroit,284.62
17-01-2014,Jacksonville,295.59
17-01-2014,Charlotte,291.06
17-01-2014,Miami,300.32
17-01-2014,Pittsburgh,284.07
17-01-2014,Toronto,283.57
17-01-2014,Philadelphia,284.04
17-01-2014,New York,284.79
17-01-2014,Montreal,282.19
17-01-2014,Boston,284.47
17-01-2014,Beersheba,282.25
17-01-2014,Tel Aviv District,291.84
17-01-2014,Eilat,280.37
17-01-2014,Haifa,290.59
17-01-2014,Nahariyya,293.21
17-01-2014,Jerusalem,283.32
18-01-2014,Vancouver,285.34
18-01-2014,Portland,289.14
18-01-2014,San Francisco,293.5
18-01-2014,Seattle,287.74
18-01-2014,Los Angeles,301.11
18-01-2014,San Diego,297.86
18-01-2014,Las Vegas,295.59
18-01-2014,Phoenix,299.76
18-01-2014,Albuquerque,289.56
18-01-2014,Denver,281.54
18-01-2014,San Antonio,289.4
18-01-2014,Dallas,293.56
18-01-2014,Houston,290.14
18-01-2014,Kansas City,287.39
18-01-2014,Minneapolis,276.79
18-01-2014,Saint Louis,288.69
18-01-2014,Chicago,285.19
18-01-2014,Nashville,291.61
18-01-2014,Indianapolis,286.24
18-01-2014,Atlanta,291.51
18-01-2014,Detroit,284.62
18-01-2014,Jacksonville,295.59
18-01-2014,Charlotte,291.06
18-01-2014,Miami,300.32
18-01-2014,Pittsburgh,284.07
18-01-2014,Toronto,283.57
18-01-2014,Philadelphia,284.04
18-01-2014,New York,284.79
18-01-2014,Montreal,282.19
18-01-2014,Boston,284.47
18-01-2014,Beersheba,282.25
18-01-2014,Tel Aviv District,291.84
18-01-2014,Eilat,280.37
18-01-2014,Haifa,290.59
18-01-2014,Nahariyya,293.21
18-01-2014,Jerusalem,283.32
19-01-2014,Vancouver,279.17
19-01-2014,Portland,278.64
19-01-2014,San Francisco,291.22
19-01-2014,Seattle,277.92
19-01-2014,Los Angeles,297.26
19-01-2014,San Diego,296.32
19-01-2014,Las Vegas,290.4
19-01-2014,Phoenix,296.3
19-01-2014,Albuquerque,284.86
19-01-2014,Denver,281.54
19-01-2014,San Antonio,289.4
19-01-2014,Dallas,290.26
19-01-2014,Houston,290.14
19-01-2014,Kansas City,287.39
19-01-2014,Minneapolis,276.03
19-01-2014,Saint Louis,283.12
19-01-2014,Chicago,273.3
19-01-2014,Nashville,281.74
19-01-2014,Indianapolis,272.99
19-01-2014,Atlanta,283.91
19-01-2014,Detroit,270.78
19-01-2014,Jacksonville,290.4
19-01-2014,Charlotte,285.08
19-01-2014,Miami,293.47
19-01-2014,Pittsburgh,272.28
19-01-2014,Toronto,270.04
19-01-2014,Philadelphia,276.5
19-01-2014,New York,274.67
19-01-2014,Montreal,270
19-01-2014,Boston,273.24
19-01-2014,Beersheba,282.25
19-01-2014,Tel Aviv District,291.84
19-01-2014,Eilat,280.37
19-01-2014,Haifa,290.59
19-01-2014,Nahariyya,290.65
19-01-2014,Jerusalem,283.32
20-01-2014,Vancouver,276.69
20-01-2014,Portland,274.68
20-01-2014,San Francisco,283.94
20-01-2014,Seattle,276.84
20-01-2014,Los Angeles,287.3
20-01-2014,San Diego,287.64
20-01-2014,Las Vegas,281.12
20-01-2014,Phoenix,284.98
20-01-2014,Albuquerque,277.04
20-01-2014,Denver,278.93
20-01-2014,San Antonio,284.42
20-01-2014,Dallas,284.2
20-01-2014,Houston,283.35
20-01-2014,Kansas City,280.94
20-01-2014,Minneapolis,270.14
20-01-2014,Saint Louis,281
20-01-2014,Chicago,274.55
20-01-2014,Nashville,277.79
20-01-2014,Indianapolis,275.33
20-01-2014,Atlanta,276.42
20-01-2014,Detroit,270.37
20-01-2014,Jacksonville,282.34
20-01-2014,Charlotte,277.76
20-01-2014,Miami,287.26
20-01-2014,Pittsburgh,273.92
20-01-2014,Toronto,266.1
20-01-2014,Philadelphia,275.31
20-01-2014,New York,275.25
20-01-2014,Montreal,261.56
20-01-2014,Boston,272.61
20-01-2014,Beersheba,282.25
20-01-2014,Tel Aviv District,286.46
20-01-2014,Eilat,288.65
20-01-2014,Haifa,288.61
20-01-2014,Nahariyya,287.04
20-01-2014,Jerusalem,283.32
21-01-2014,Vancouver,276.16
21-01-2014,Portland,274.98
21-01-2014,San Francisco,283.4
21-01-2014,Seattle,275.68
21-01-2014,Los Angeles,288.56
21-01-2014,San Diego,287.64
21-01-2014,Las Vegas,283.11
21-01-2014,Phoenix,285.44
21-01-2014,Albuquerque,278.94
21-01-2014,Denver,274.88
21-01-2014,San Antonio,288.73
21-01-2014,Dallas,280.95
21-01-2014,Houston,288.55
21-01-2014,Kansas City,264.47
21-01-2014,Minneapolis,252.46
21-01-2014,Saint Louis,265.07
21-01-2014,Chicago,261.56
21-01-2014,Nashville,275.72
21-01-2014,Indianapolis,263.58
21-01-2014,Atlanta,279.4
21-01-2014,Detroit,260.98
21-01-2014,Jacksonville,284.14
21-01-2014,Charlotte,278.66
21-01-2014,Miami,291.16
21-01-2014,Pittsburgh,266.12
21-01-2014,Toronto,256.23
21-01-2014,Philadelphia,269.94
21-01-2014,New York,268.51
21-01-2014,Montreal,255.37
21-01-2014,Boston,264.19
21-01-2014,Beersheba,282.25
21-01-2014,Tel Aviv District,286.92
21-01-2014,Eilat,290.65
21-01-2014,Haifa,288
21-01-2014,Nahariyya,286.72
21-01-2014,Jerusalem,283.32
22-01-2014,Vancouver,277.86
22-01-2014,Portland,275.96
22-01-2014,San Francisco,284.39
22-01-2014,Seattle,279.1
22-01-2014,Los Angeles,290.28
22-01-2014,San Diego,289.09
22-01-2014,Las Vegas,284.7
22-01-2014,Phoenix,288.38
22-01-2014,Albuquerque,275.71
22-01-2014,Denver,275.38
22-01-2014,San Antonio,278.79
22-01-2014,Dallas,276.03
22-01-2014,Houston,280.64
22-01-2014,Kansas City,268.18
22-01-2014,Minneapolis,257.54
22-01-2014,Saint Louis,263.78
22-01-2014,Chicago,257.94
22-01-2014,Nashville,264.72
22-01-2014,Indianapolis,259.32
22-01-2014,Atlanta,268.61
22-01-2014,Detroit,256.99
22-01-2014,Jacksonville,279.76
22-01-2014,Charlotte,271.75
22-01-2014,Miami,289.32
22-01-2014,Pittsburgh,259.42
22-01-2014,Toronto,258.38
22-01-2014,Philadelphia,261.98
22-01-2014,New York,261.52
22-01-2014,Montreal,266.52
22-01-2014,Boston,261.36
22-01-2014,Beersheba,282.25
22-01-2014,Tel Aviv District,287.84
22-01-2014,Eilat,287.88
22-01-2014,Haifa,288.16
22-01-2014,Nahariyya,286.94
22-01-2014,Jerusalem,283.32
23-01-2014,Vancouver,276.51
23-01-2014,Portland,276.79
23-01-2014,San Francisco,284.62
23-01-2014,Seattle,278.36
23-01-2014,Los Angeles,286.4
23-01-2014,San Diego,284.84
23-01-2014,Las Vegas,281.97
23-01-2014,Phoenix,286.13
23-01-2014,Albuquerque,273.48
23-01-2014,Denver,266.8
23-01-2014,San Antonio,283.74
23-01-2014,Dallas,277.3
23-01-2014,Houston,285.27
23-01-2014,Kansas City,262.55
23-01-2014,Minneapolis,250.9
23-01-2014,Saint Louis,263.19
23-01-2014,Chicago,257.42
23-01-2014,Nashville,265.98
23-01-2014,Indianapolis,258.67
23-01-2014,Atlanta,270.33
23-01-2014,Detroit,261
23-01-2014,Jacksonville,275.86
23-01-2014,Charlotte,268.58
23-01-2014,Miami,284.05
23-01-2014,Pittsburgh,260.66
23-01-2014,Toronto,258.3
23-01-2014,Philadelphia,260.54
23-01-2014,New York,261.08
23-01-2014,Montreal,254.18
23-01-2014,Boston,260.48
23-01-2014,Beersheba,282.25
23-01-2014,Tel Aviv District,288.59
23-01-2014,Eilat,289.04
23-01-2014,Haifa,287.59
23-01-2014,Nahariyya,285.69
23-01-2014,Jerusalem,283.32
24-01-2014,Vancouver,276.04
24-01-2014,Portland,277.48
24-01-2014,San Francisco,283.44
24-01-2014,Seattle,276.54
24-01-2014,Los Angeles,287.6
24-01-2014,San Diego,286.64
24-01-2014,Las Vegas,284.29
24-01-2014,Phoenix,287.44
24-01-2014,Albuquerque,267.36
24-01-2014,Denver,268.88
24-01-2014,San Antonio,271.36
24-01-2014,Dallas,269.41
24-01-2014,Houston,273.82
24-01-2014,Kansas City,261.7
24-01-2014,Minneapolis,263.62
24-01-2014,Saint Louis,260.39
24-01-2014,Chicago,259.48
24-01-2014,Nashville,270.32
24-01-2014,Indianapolis,265.76
24-01-2014,Atlanta,267.91
24-01-2014,Detroit,257.55
24-01-2014,Jacksonville,277.32
24-01-2014,Charlotte,268.42
24-01-2014,Miami,289.12
24-01-2014,Pittsburgh,258.4
24-01-2014,Toronto,257.44
24-01-2014,Philadelphia,263.29
24-01-2014,New York,262.98
24-01-2014,Montreal,255.84
24-01-2014,Boston,260.94
24-01-2014,Beersheba,282.25
24-01-2014,Tel Aviv District,287.98
24-01-2014,Eilat,284.33
24-01-2014,Haifa,287.11
24-01-2014,Nahariyya,285.87
24-01-2014,Jerusalem,283.32
25-01-2014,Vancouver,277.2
25-01-2014,Portland,274.86
25-01-2014,San Francisco,284.68
25-01-2014,Seattle,276.6
25-01-2014,Los Angeles,289.56
25-01-2014,San Diego,289.47
25-01-2014,Las Vegas,284.15
25-01-2014,Phoenix,288.76
25-01-2014,Albuquerque,273.62
25-01-2014,Denver,279.2
25-01-2014,San Antonio,272.54
25-01-2014,Dallas,275.1
25-01-2014,Houston,273.85
25-01-2014,Kansas City,278.6
25-01-2014,Minneapolis,259.6
25-01-2014,Saint Louis,276.82
25-01-2014,Chicago,268.12
25-01-2014,Nashville,271.47
25-01-2014,Indianapolis,267.31
25-01-2014,Atlanta,268
25-01-2014,Detroit,266.07
25-01-2014,Jacksonville,277.46
25-01-2014,Charlotte,268.1
25-01-2014,Miami,288.28
25-01-2014,Pittsburgh,266.14
25-01-2014,Toronto,266.22
25-01-2014,Philadelphia,266.36
25-01-2014,New York,265.86
25-01-2014,Montreal,263.48
25-01-2014,Boston,264.68
25-01-2014,Beersheba,282.25
25-01-2014,Tel Aviv District,289.7
25-01-2014,Eilat,290.65
25-01-2014,Haifa,290.55
25-01-2014,Nahariyya,288.72
25-01-2014,Jerusalem,283.32
26-01-2014,Vancouver,275.75
26-01-2014,Portland,274.7
26-01-2014,San Francisco,285.58
26-01-2014,Seattle,276.2
26-01-2014,Los Angeles,287.4
26-01-2014,San Diego,288.02
26-01-2014,Las Vegas,282.34
26-01-2014,Phoenix,287.35
26-01-2014,Albuquerque,278.04
26-01-2014,Denver,280.87
26-01-2014,San Antonio,281.52
26-01-2014,Dallas,283.74
26-01-2014,Houston,283.28
26-01-2014,Kansas City,278.5
26-01-2014,Minneapolis,259.02
26-01-2014,Saint Louis,274.36
26-01-2014,Chicago,260.92
26-01-2014,Nashville,275.62
26-01-2014,Indianapolis,263.18
26-01-2014,Atlanta,275.38
26-01-2014,Detroit,260.32
26-01-2014,Jacksonville,284.86
26-01-2014,Charlotte,274.94
26-01-2014,Miami,292.05
26-01-2014,Pittsburgh,262.5
26-01-2014,Toronto,259.09
26-01-2014,Philadelphia,267.2
26-01-2014,New York,266.84
26-01-2014,Montreal,256.04
26-01-2014,Boston,266
26-01-2014,Beersheba,282.25
26-01-2014,Tel Aviv District,291.34
26-01-2014,Eilat,288.87
26-01-2014,Haifa,291.53
26-01-2014,Nahariyya,291.57
26-01-2014,Jerusalem,283.32
27-01-2014,Vancouver,275.16
27-01-2014,Portland,274.25
27-01-2014,San Francisco,283.14
27-01-2014,Seattle,274.98
27-01-2014,Los Angeles,287.13
27-01-2014,San Diego,287.94
27-01-2014,Las Vegas,282.44
27-01-2014,Phoenix,286.76
27-01-2014,Albuquerque,277.88
27-01-2014,Denver,265.44
27-01-2014,San Antonio,284.05
27-01-2014,Dallas,277.24
27-01-2014,Houston,288.01
27-01-2014,Kansas City,262.82
27-01-2014,Minneapolis,250.15
27-01-2014,Saint Louis,264.2
27-01-2014,Chicago,255.75
27-01-2014,Nashville,272.52
27-01-2014,Indianapolis,260.24
27-01-2014,Atlanta,281.46
27-01-2014,Detroit,261.4
27-01-2014,Jacksonville,284.23
27-01-2014,Charlotte,281.5
27-01-2014,Miami,293.92
27-01-2014,Pittsburgh,269.16
27-01-2014,Toronto,263.5
27-01-2014,Philadelphia,269.98
27-01-2014,New York,270.63
27-01-2014,Montreal,260.92
27-01-2014,Boston,269.47
27-01-2014,Beersheba,285.38
27-01-2014,Tel Aviv District,287.62
27-01-2014,Eilat,286.74
27-01-2014,Haifa,290.89
27-01-2014,Nahariyya,290.89
27-01-2014,Jerusalem,287.33
28-01-2014,Vancouver,278
28-01-2014,Portland,276.6
28-01-2014,San Francisco,285.14
28-01-2014,Seattle,278.58
28-01-2014,Los Angeles,286.22
28-01-2014,San Diego,285.79
28-01-2014,Las Vegas,284.08
28-01-2014,Phoenix,286.18
28-01-2014,Albuquerque,274.39
28-01-2014,Denver,263.03
28-01-2014,San Antonio,273.84
28-01-2014,Dallas,269.53
28-01-2014,Houston,277.16
28-01-2014,Kansas City,260.08
28-01-2014,Minneapolis,248.33
28-01-2014,Saint Louis,260.3
28-01-2014,Chicago,251.94
28-01-2014,Nashville,264.22
28-01-2014,Indianapolis,255.42
28-01-2014,Atlanta,269.38
28-01-2014,Detroit,255.24
28-01-2014,Jacksonville,287.31
28-01-2014,Charlotte,271.84
28-01-2014,Miami,294.61
28-01-2014,Pittsburgh,256.9
28-01-2014,Toronto,257.37
28-01-2014,Philadelphia,263.9
28-01-2014,New York,264.81
28-01-2014,Montreal,257.16
28-01-2014,Boston,265.19
28-01-2014,Beersheba,283.51
28-01-2014,Tel Aviv District,287.32
28-01-2014,Eilat,283.45
28-01-2014,Haifa,290.1
28-01-2014,Nahariyya,290.1
28-01-2014,Jerusalem,286.92
29-01-2014,Vancouver,278.94
29-01-2014,Portland,278.24
29-01-2014,San Francisco,287.9
29-01-2014,Seattle,280.4
29-01-2014,Los Angeles,287.7
29-01-2014,San Diego,285.86
29-01-2014,Las Vegas,284.26
29-01-2014,Phoenix,284.96
29-01-2014,Albuquerque,276.16
29-01-2014,Denver,267.82
29-01-2014,San Antonio,274.48
29-01-2014,Dallas,269.46
29-01-2014,Houston,274.28
29-01-2014,Kansas City,263.22
29-01-2014,Minneapolis,253.62
29-01-2014,Saint Louis,261.44
29-01-2014,Chicago,256.73
29-01-2014,Nashville,261.96
29-01-2014,Indianapolis,258.05
29-01-2014,Atlanta,266.65
29-01-2014,Detroit,255.94
29-01-2014,Jacksonville,276.22
29-01-2014,Charlotte,266.82
29-01-2014,Miami,294.61
29-01-2014,Pittsburgh,257.54
29-01-2014,Toronto,258.24
29-01-2014,Philadelphia,262.9
29-01-2014,New York,264.38
29-01-2014,Montreal,260.58
29-01-2014,Boston,264.52
29-01-2014,Beersheba,283.56
29-01-2014,Tel Aviv District,286.82
29-01-2014,Eilat,284.44
29-01-2014,Haifa,290.7
29-01-2014,Nahariyya,290.7
29-01-2014,Jerusalem,286.35
30-01-2014,Vancouver,277.94
30-01-2014,Portland,280.06
30-01-2014,San Francisco,285.77
30-01-2014,Seattle,279.2
30-01-2014,Los Angeles,287.05
30-01-2014,San Diego,285.98
30-01-2014,Las Vegas,285.98
30-01-2014,Phoenix,286.66
30-01-2014,Albuquerque,277.62
30-01-2014,Denver,280.28
30-01-2014,San Antonio,276.98
30-01-2014,Dallas,275.6
30-01-2014,Houston,275.36
30-01-2014,Kansas City,274.69
30-01-2014,Minneapolis,268.04
30-01-2014,Saint Louis,270.49
30-01-2014,Chicago,267.36
30-01-2014,Nashville,263.66
30-01-2014,Indianapolis,265.27
30-01-2014,Atlanta,265.5
30-01-2014,Detroit,262.13
30-01-2014,Jacksonville,274.98
30-01-2014,Charlotte,266.02
30-01-2014,Miami,291.88
30-01-2014,Pittsburgh,260.54
30-01-2014,Toronto,262.58
30-01-2014,Philadelphia,263.01
30-01-2014,New York,264.4
30-01-2014,Montreal,262.34
30-01-2014,Boston,265.5
30-01-2014,Beersheba,283.06
30-01-2014,Tel Aviv District,287.1
30-01-2014,Eilat,284.49
30-01-2014,Haifa,290.84
30-01-2014,Nahariyya,290.84
30-01-2014,Jerusalem,286.64
31-01-2014,Vancouver,275.74
31-01-2014,Portland,277.94
31-01-2014,San Francisco,283.8
31-01-2014,Seattle,278.04
31-01-2014,Los Angeles,286.5
31-01-2014,San Diego,286.9
31-01-2014,Las Vegas,284.71
31-01-2014,Phoenix,289.76
31-01-2014,Albuquerque,284.7
31-01-2014,Denver,268.15
31-01-2014,San Antonio,286.46
31-01-2014,Dallas,286.01
31-01-2014,Houston,287.48
31-01-2014,Kansas City,268.64
31-01-2014,Minneapolis,256.55
31-01-2014,Saint Louis,272.58
31-01-2014,Chicago,268
31-01-2014,Nashville,275.24
