Data,City,Value
11-04-2014,Miami,3
11-04-2014,Pittsburgh,4
11-04-2014,Toronto,2.5
11-04-2014,Philadelphia,4
11-04-2014,New York,4
11-04-2014,Montreal,6
11-04-2014,Boston,4
11-04-2014,Beersheba,1
11-04-2014,Tel Aviv District,5
11-04-2014,Eilat,1
11-04-2014,Haifa,2
11-04-2014,Nahariyya,2
11-04-2014,Jerusalem,2
12-04-2014,Vancouver,2.5
12-04-2014,Portland,3
12-04-2014,San Francisco,2
12-04-2014,Seattle,2
12-04-2014,Los Angeles,0
12-04-2014,San Diego,2
12-04-2014,Las Vegas,2
12-04-2014,Phoenix,2
12-04-2014,Albuquerque,3
12-04-2014,Denver,3
12-04-2014,San Antonio,5
12-04-2014,Dallas,8
12-04-2014,Houston,3.5
12-04-2014,Kansas City,5
12-04-2014,Minneapolis,4
12-04-2014,Saint Louis,3
12-04-2014,Chicago,3.5
12-04-2014,Nashville,3.5
12-04-2014,Indianapolis,2.5
12-04-2014,Atlanta,0
12-04-2014,Detroit,2
12-04-2014,Jacksonville,2
12-04-2014,Charlotte,2
12-04-2014,Miami,5
12-04-2014,Pittsburgh,2
12-04-2014,Toronto,2.5
12-04-2014,Philadelphia,2
12-04-2014,New York,3
12-04-2014,Montreal,2
12-04-2014,Boston,3
12-04-2014,Beersheba,1.5
12-04-2014,Tel Aviv District,3
12-04-2014,Eilat,1
12-04-2014,Haifa,4.5
12-04-2014,Nahariyya,4.5
12-04-2014,Jerusalem,2
13-04-2014,Vancouver,2
13-04-2014,Portland,2.5
13-04-2014,San Francisco,3
13-04-2014,Seattle,1
13-04-2014,Los Angeles,0
13-04-2014,San Diego,2
13-04-2014,Las Vegas,4
13-04-2014,Phoenix,1.5
13-04-2014,Albuquerque,5.5
13-04-2014,Denver,5
13-04-2014,San Antonio,5
13-04-2014,Dallas,8.5
13-04-2014,Houston,4.5
13-04-2014,Kansas City,4
13-04-2014,Minneapolis,5
13-04-2014,Saint Louis,4.5
13-04-2014,Chicago,6
13-04-2014,Nashville,5
13-04-2014,Indianapolis,7.5
13-04-2014,Atlanta,1
13-04-2014,Detroit,4
13-04-2014,Jacksonville,3
13-04-2014,Charlotte,4
13-04-2014,Miami,4
13-04-2014,Pittsburgh,4
13-04-2014,Toronto,7
13-04-2014,Philadelphia,4
13-04-2014,New York,4
13-04-2014,Montreal,6
13-04-2014,Boston,2
13-04-2014,Beersheba,1
13-04-2014,Tel Aviv District,3
13-04-2014,Eilat,1
13-04-2014,Haifa,3
13-04-2014,Nahariyya,3
13-04-2014,Jerusalem,2
14-04-2014,Vancouver,2
14-04-2014,Portland,2
14-04-2014,San Francisco,3
14-04-2014,Seattle,0
14-04-2014,Los Angeles,0
14-04-2014,San Diego,3
14-04-2014,Las Vegas,4
14-04-2014,Phoenix,5
14-04-2014,Albuquerque,4
14-04-2014,Denver,3
14-04-2014,San Antonio,4
14-04-2014,Dallas,8
14-04-2014,Houston,4.5
14-04-2014,Kansas City,6.5
14-04-2014,Minneapolis,8
14-04-2014,Saint Louis,6
14-04-2014,Chicago,7
14-04-2014,Nashville,7
14-04-2014,Indianapolis,6
14-04-2014,Atlanta,3
14-04-2014,Detroit,5
14-04-2014,Jacksonville,3
14-04-2014,Charlotte,5
14-04-2014,Miami,5
14-04-2014,Pittsburgh,5
14-04-2014,Toronto,5
14-04-2014,Philadelphia,5.5
14-04-2014,New York,6
14-04-2014,Montreal,4
14-04-2014,Boston,5
14-04-2014,Beersheba,1
14-04-2014,Tel Aviv District,3
14-04-2014,Eilat,1
14-04-2014,Haifa,2
14-04-2014,Nahariyya,2
14-04-2014,Jerusalem,1.5
15-04-2014,Vancouver,4.5
15-04-2014,Portland,2
15-04-2014,San Francisco,3
15-04-2014,Seattle,3
15-04-2014,Los Angeles,0
15-04-2014,San Diego,2
15-04-2014,Las Vegas,0.5
15-04-2014,Phoenix,1
15-04-2014,Albuquerque,2
15-04-2014,Denver,2.5
15-04-2014,San Antonio,3
15-04-2014,Dallas,2
15-04-2014,Houston,7
15-04-2014,Kansas City,2
15-04-2014,Minneapolis,4
15-04-2014,Saint Louis,5
15-04-2014,Chicago,5
15-04-2014,Nashville,5
15-04-2014,Indianapolis,6.5
15-04-2014,Atlanta,5
15-04-2014,Detroit,4.5
15-04-2014,Jacksonville,3.5
15-04-2014,Charlotte,4
15-04-2014,Miami,5
15-04-2014,Pittsburgh,4
15-04-2014,Toronto,6
15-04-2014,Philadelphia,7
15-04-2014,New York,6
15-04-2014,Montreal,7
15-04-2014,Boston,7
15-04-2014,Beersheba,2
15-04-2014,Tel Aviv District,1
15-04-2014,Eilat,2
15-04-2014,Haifa,4
15-04-2014,Nahariyya,4
15-04-2014,Jerusalem,1
16-04-2014,Vancouver,4
16-04-2014,Portland,3
16-04-2014,San Francisco,3
16-04-2014,Seattle,3.5
16-04-2014,Los Angeles,1
16-04-2014,San Diego,2
16-04-2014,Las Vegas,1
16-04-2014,Phoenix,1
16-04-2014,Albuquerque,3
16-04-2014,Denver,5
16-04-2014,San Antonio,2
16-04-2014,Dallas,5.5
16-04-2014,Houston,2
16-04-2014,Kansas City,7
16-04-2014,Minneapolis,5
16-04-2014,Saint Louis,3
16-04-2014,Chicago,4
16-04-2014,Nashville,3
16-04-2014,Indianapolis,4
16-04-2014,Atlanta,2.5
16-04-2014,Detroit,1
16-04-2014,Jacksonville,8
16-04-2014,Charlotte,4
16-04-2014,Miami,3
16-04-2014,Pittsburgh,2
16-04-2014,Toronto,5
16-04-2014,Philadelphia,7
16-04-2014,New York,7.5
16-04-2014,Montreal,6
16-04-2014,Boston,10
16-04-2014,Beersheba,1
16-04-2014,Tel Aviv District,3
16-04-2014,Eilat,1
16-04-2014,Haifa,2
16-04-2014,Nahariyya,2
16-04-2014,Jerusalem,2
17-04-2014,Vancouver,4
17-04-2014,Portland,2
17-04-2014,San Francisco,3.5
17-04-2014,Seattle,2
17-04-2014,Los Angeles,0
17-04-2014,San Diego,3
17-04-2014,Las Vegas,2
17-04-2014,Phoenix,1.5
17-04-2014,Albuquerque,3
17-04-2014,Denver,2
17-04-2014,San Antonio,3
17-04-2014,Dallas,5
17-04-2014,Houston,4
17-04-2014,Kansas City,4
17-04-2014,Minneapolis,5
17-04-2014,Saint Louis,2
17-04-2014,Chicago,6
17-04-2014,Nashville,3
17-04-2014,Indianapolis,4
17-04-2014,Atlanta,3
17-04-2014,Detroit,3
17-04-2014,Jacksonville,8
17-04-2014,Charlotte,2.5
17-04-2014,Miami,4.5
17-04-2014,Pittsburgh,3
17-04-2014,Toronto,7.5
17-04-2014,Philadelphia,4
17-04-2014,New York,4
17-04-2014,Montreal,3
17-04-2014,Boston,6.5
17-04-2014,Beersheba,1
17-04-2014,Tel Aviv District,2
17-04-2014,Eilat,1
17-04-2014,Haifa,2
17-04-2014,Nahariyya,2
17-04-2014,Jerusalem,2
18-04-2014,Vancouver,5
18-04-2014,Portland,2
18-04-2014,San Francisco,6
18-04-2014,Seattle,2.5
18-04-2014,Los Angeles,1
18-04-2014,San Diego,3
18-04-2014,Las Vegas,3
18-04-2014,Phoenix,1
18-04-2014,Albuquerque,3.5
18-04-2014,Denver,2
18-04-2014,San Antonio,2
18-04-2014,Dallas,2
18-04-2014,Houston,3
18-04-2014,Kansas City,0.5
18-04-2014,Minneapolis,2
18-04-2014,Saint Louis,2
18-04-2014,Chicago,3.5
18-04-2014,Nashville,0
18-04-2014,Indianapolis,2
18-04-2014,Atlanta,4
18-04-2014,Detroit,1
18-04-2014,Jacksonville,5
18-04-2014,Charlotte,3
18-04-2014,Miami,5.5
18-04-2014,Pittsburgh,2
18-04-2014,Toronto,2
18-04-2014,Philadelphia,3
18-04-2014,New York,3
18-04-2014,Montreal,4
18-04-2014,Boston,7
18-04-2014,Beersheba,2
18-04-2014,Tel Aviv District,2
18-04-2014,Eilat,1
18-04-2014,Haifa,4
18-04-2014,Nahariyya,4
18-04-2014,Jerusalem,2
19-04-2014,Vancouver,4
19-04-2014,Portland,3
19-04-2014,San Francisco,4
19-04-2014,Seattle,0
19-04-2014,Los Angeles,0
19-04-2014,San Diego,2
19-04-2014,Las Vegas,3
19-04-2014,Phoenix,1.5
19-04-2014,Albuquerque,2
19-04-2014,Denver,2.5
19-04-2014,San Antonio,1.5
19-04-2014,Dallas,3
19-04-2014,Houston,1.5
19-04-2014,Kansas City,4
19-04-2014,Minneapolis,7
19-04-2014,Saint Louis,1
19-04-2014,Chicago,4
19-04-2014,Nashville,1.5
19-04-2014,Indianapolis,4
19-04-2014,Atlanta,3
19-04-2014,Detroit,3
19-04-2014,Jacksonville,3
19-04-2014,Charlotte,5
19-04-2014,Miami,4
19-04-2014,Pittsburgh,2
19-04-2014,Toronto,3
19-04-2014,Philadelphia,3
19-04-2014,New York,2.5
19-04-2014,Montreal,3
19-04-2014,Boston,6
19-04-2014,Beersheba,3.5
19-04-2014,Tel Aviv District,3
19-04-2014,Eilat,1.5
19-04-2014,Haifa,5
19-04-2014,Nahariyya,5
19-04-2014,Jerusalem,3.5
20-04-2014,Vancouver,5
20-04-2014,Portland,2
20-04-2014,San Francisco,2
20-04-2014,Seattle,3
20-04-2014,Los Angeles,0
20-04-2014,San Diego,2
20-04-2014,Las Vegas,1
20-04-2014,Phoenix,1
20-04-2014,Albuquerque,2
20-04-2014,Denver,2.5
20-04-2014,San Antonio,3
20-04-2014,Dallas,4
20-04-2014,Houston,2
20-04-2014,Kansas City,3
20-04-2014,Minneapolis,1
20-04-2014,Saint Louis,2.5
20-04-2014,Chicago,4
20-04-2014,Nashville,0
20-04-2014,Indianapolis,2
20-04-2014,Atlanta,3
20-04-2014,Detroit,1.5
20-04-2014,Jacksonville,5
20-04-2014,Charlotte,3.5
20-04-2014,Miami,3
20-04-2014,Pittsburgh,3
20-04-2014,Toronto,5
20-04-2014,Philadelphia,4
20-04-2014,New York,4
20-04-2014,Montreal,2
20-04-2014,Boston,7
20-04-2014,Beersheba,2
20-04-2014,Tel Aviv District,4
20-04-2014,Eilat,1
20-04-2014,Haifa,7
20-04-2014,Nahariyya,7
20-04-2014,Jerusalem,2.5
21-04-2014,Vancouver,2.5
21-04-2014,Portland,2
21-04-2014,San Francisco,5.5
21-04-2014,Seattle,1.5
21-04-2014,Los Angeles,0
21-04-2014,San Diego,2
21-04-2014,Las Vegas,2
21-04-2014,Phoenix,0.5
21-04-2014,Albuquerque,2
21-04-2014,Denver,3
21-04-2014,San Antonio,3
21-04-2014,Dallas,3.5
21-04-2014,Houston,2
21-04-2014,Kansas City,3
21-04-2014,Minneapolis,3.5
21-04-2014,Saint Louis,2
21-04-2014,Chicago,4
21-04-2014,Nashville,1
21-04-2014,Indianapolis,2
21-04-2014,Atlanta,0
21-04-2014,Detroit,1.5
21-04-2014,Jacksonville,3
21-04-2014,Charlotte,2
21-04-2014,Miami,3
21-04-2014,Pittsburgh,2
21-04-2014,Toronto,2
21-04-2014,Philadelphia,2
21-04-2014,New York,2
21-04-2014,Montreal,2
21-04-2014,Boston,8
21-04-2014,Beersheba,2
21-04-2014,Tel Aviv District,2.5
21-04-2014,Eilat,2
21-04-2014,Haifa,4
21-04-2014,Nahariyya,4
21-04-2014,Jerusalem,2
22-04-2014,Vancouver,6.5
22-04-2014,Portland,2
22-04-2014,San Francisco,7
22-04-2014,Seattle,2
22-04-2014,Los Angeles,1
22-04-2014,San Diego,2
22-04-2014,Las Vegas,5
22-04-2014,Phoenix,1
22-04-2014,Albuquerque,6
22-04-2014,Denver,2
22-04-2014,San Antonio,2
22-04-2014,Dallas,1.5
22-04-2014,Houston,2
22-04-2014,Kansas City,3
22-04-2014,Minneapolis,5
22-04-2014,Saint Louis,5
22-04-2014,Chicago,5
22-04-2014,Nashville,2
22-04-2014,Indianapolis,5
22-04-2014,Atlanta,0
22-04-2014,Detroit,4.5
22-04-2014,Jacksonville,2.5
22-04-2014,Charlotte,1
22-04-2014,Miami,2
22-04-2014,Pittsburgh,3
22-04-2014,Toronto,4
22-04-2014,Philadelphia,4
22-04-2014,New York,2.5
22-04-2014,Montreal,2
22-04-2014,Boston,2.5
22-04-2014,Beersheba,1
22-04-2014,Tel Aviv District,2
22-04-2014,Eilat,3
22-04-2014,Haifa,3
22-04-2014,Nahariyya,3
22-04-2014,Jerusalem,2
23-04-2014,Vancouver,4
23-04-2014,Portland,5
23-04-2014,San Francisco,7
23-04-2014,Seattle,4
23-04-2014,Los Angeles,1
23-04-2014,San Diego,2.5
23-04-2014,Las Vegas,8
23-04-2014,Phoenix,5
23-04-2014,Albuquerque,5.5
23-04-2014,Denver,4
23-04-2014,San Antonio,2
23-04-2014,Dallas,3
23-04-2014,Houston,2
23-04-2014,Kansas City,3.5
23-04-2014,Minneapolis,5
23-04-2014,Saint Louis,3
23-04-2014,Chicago,4
23-04-2014,Nashville,3
23-04-2014,Indianapolis,3
23-04-2014,Atlanta,2
23-04-2014,Detroit,4
23-04-2014,Jacksonville,3
23-04-2014,Charlotte,2
23-04-2014,Miami,3
23-04-2014,Pittsburgh,5
23-04-2014,Toronto,7
23-04-2014,Philadelphia,8
23-04-2014,New York,8
23-04-2014,Montreal,4.5
23-04-2014,Boston,4
23-04-2014,Beersheba,1
23-04-2014,Tel Aviv District,3
23-04-2014,Eilat,2
23-04-2014,Haifa,3
23-04-2014,Nahariyya,3
23-04-2014,Jerusalem,1.5
24-04-2014,Vancouver,6
24-04-2014,Portland,5
24-04-2014,San Francisco,5
24-04-2014,Seattle,4
24-04-2014,Los Angeles,0
24-04-2014,San Diego,2
24-04-2014,Las Vegas,2
24-04-2014,Phoenix,1
24-04-2014,Albuquerque,4
24-04-2014,Denver,4
24-04-2014,San Antonio,3
24-04-2014,Dallas,7
24-04-2014,Houston,4
24-04-2014,Kansas City,5
24-04-2014,Minneapolis,5
24-04-2014,Saint Louis,5
24-04-2014,Chicago,4
24-04-2014,Nashville,2
24-04-2014,Indianapolis,5.5
24-04-2014,Atlanta,1
24-04-2014,Detroit,2
24-04-2014,Jacksonville,2
24-04-2014,Charlotte,2
24-04-2014,Miami,2
24-04-2014,Pittsburgh,2
24-04-2014,Toronto,4
24-04-2014,Philadelphia,7
24-04-2014,New York,9
24-04-2014,Montreal,5.5
24-04-2014,Boston,4
24-04-2014,Beersheba,2
24-04-2014,Tel Aviv District,2
24-04-2014,Eilat,1
24-04-2014,Haifa,2
24-04-2014,Nahariyya,2
24-04-2014,Jerusalem,1
25-04-2014,Vancouver,3
25-04-2014,Portland,2
25-04-2014,San Francisco,3.5
25-04-2014,Seattle,2
25-04-2014,Los Angeles,1
25-04-2014,San Diego,3
25-04-2014,Las Vegas,5
25-04-2014,Phoenix,1
25-04-2014,Albuquerque,2
25-04-2014,Denver,3
25-04-2014,San Antonio,2
25-04-2014,Dallas,4
25-04-2014,Houston,2
25-04-2014,Kansas City,2
25-04-2014,Minneapolis,3.5
25-04-2014,Saint Louis,3
25-04-2014,Chicago,5.5
25-04-2014,Nashville,4
25-04-2014,Indianapolis,6
25-04-2014,Atlanta,3
25-04-2014,Detroit,3
25-04-2014,Jacksonville,4
25-04-2014,Charlotte,3
25-04-2014,Miami,2
25-04-2014,Pittsburgh,3
25-04-2014,Toronto,7.5
25-04-2014,Philadelphia,3
25-04-2014,New York,4
25-04-2014,Montreal,3
25-04-2014,Boston,2.5
25-04-2014,Beersheba,2
25-04-2014,Tel Aviv District,2.5
25-04-2014,Eilat,1
25-04-2014,Haifa,3
25-04-2014,Nahariyya,3
25-04-2014,Jerusalem,2.5
26-04-2014,Vancouver,3
26-04-2014,Portland,3
26-04-2014,San Francisco,8
26-04-2014,Seattle,3
26-04-2014,Los Angeles,2
26-04-2014,San Diego,6
26-04-2014,Las Vegas,8
26-04-2014,Phoenix,5
26-04-2014,Albuquerque,6.5
26-04-2014,Denver,3
26-04-2014,San Antonio,4
26-04-2014,Dallas,5
26-04-2014,Houston,3
26-04-2014,Kansas City,4
26-04-2014,Minneapolis,6
26-04-2014,Saint Louis,2
26-04-2014,Chicago,5.5
26-04-2014,Nashville,1
26-04-2014,Indianapolis,4
26-04-2014,Atlanta,1.5
26-04-2014,Detroit,3
26-04-2014,Jacksonville,4
26-04-2014,Charlotte,2
26-04-2014,Miami,2
26-04-2014,Pittsburgh,5
26-04-2014,Toronto,3
26-04-2014,Philadelphia,4
26-04-2014,New York,3
26-04-2014,Montreal,4
26-04-2014,Boston,2
26-04-2014,Beersheba,2
26-04-2014,Tel Aviv District,3
26-04-2014,Eilat,1
26-04-2014,Haifa,3
26-04-2014,Nahariyya,3
26-04-2014,Jerusalem,2
27-04-2014,Vancouver,5
27-04-2014,Portland,4
27-04-2014,San Francisco,4
27-04-2014,Seattle,3
27-04-2014,Los Angeles,2
27-04-2014,San Diego,3
27-04-2014,Las Vegas,2
27-04-2014,Phoenix,1.5
27-04-2014,Albuquerque,9
27-04-2014,Denver,6.5
27-04-2014,San Antonio,4
27-04-2014,Dallas,7
27-04-2014,Houston,5.5
27-04-2014,Kansas City,4.5
27-04-2014,Minneapolis,8
27-04-2014,Saint Louis,4
27-04-2014,Chicago,7
27-04-2014,Nashville,2
27-04-2014,Indianapolis,6
27-04-2014,Atlanta,0
27-04-2014,Detroit,3
27-04-2014,Jacksonville,3
27-04-2014,Charlotte,1
27-04-2014,Miami,3
27-04-2014,Pittsburgh,2
27-04-2014,Toronto,4
27-04-2014,Philadelphia,5
27-04-2014,New York,5.5
27-04-2014,Montreal,5
27-04-2014,Boston,1.5
27-04-2014,Beersheba,1
27-04-2014,Tel Aviv District,2
27-04-2014,Eilat,1
27-04-2014,Haifa,1.5
27-04-2014,Nahariyya,1.5
27-04-2014,Jerusalem,2
28-04-2014,Vancouver,3
28-04-2014,Portland,2
28-04-2014,San Francisco,4.5
28-04-2014,Seattle,2
28-04-2014,Los Angeles,0
28-04-2014,San Diego,1.5
28-04-2014,Las Vegas,4
28-04-2014,Phoenix,1.5
28-04-2014,Albuquerque,8.5
28-04-2014,Denver,4
28-04-2014,San Antonio,3
28-04-2014,Dallas,3
28-04-2014,Houston,4
28-04-2014,Kansas City,6
28-04-2014,Minneapolis,8
28-04-2014,Saint Louis,6
28-04-2014,Chicago,7
28-04-2014,Nashville,5
28-04-2014,Indianapolis,6
28-04-2014,Atlanta,0.5
28-04-2014,Detroit,5
28-04-2014,Jacksonville,4
28-04-2014,Charlotte,2
28-04-2014,Miami,5
28-04-2014,Pittsburgh,3
28-04-2014,Toronto,5
28-04-2014,Philadelphia,2
28-04-2014,New York,3
28-04-2014,Montreal,4.5
28-04-2014,Boston,3.5
28-04-2014,Beersheba,1
28-04-2014,Tel Aviv District,2
28-04-2014,Eilat,1
28-04-2014,Haifa,2
28-04-2014,Nahariyya,2
28-04-2014,Jerusalem,2
29-04-2014,Vancouver,1
29-04-2014,Portland,2
29-04-2014,San Francisco,1
29-04-2014,Seattle,1
29-04-2014,Los Angeles,1
29-04-2014,San Diego,2
29-04-2014,Las Vegas,5
29-04-2014,Phoenix,5
29-04-2014,Albuquerque,5
29-04-2014,Denver,7
29-04-2014,San Antonio,3
29-04-2014,Dallas,4
29-04-2014,Houston,3
29-04-2014,Kansas City,5
29-04-2014,Minneapolis,7
29-04-2014,Saint Louis,4.5
29-04-2014,Chicago,4
29-04-2014,Nashville,2
29-04-2014,Indianapolis,5
29-04-2014,Atlanta,3
29-04-2014,Detroit,5.5
29-04-2014,Jacksonville,3
29-04-2014,Charlotte,4
29-04-2014,Miami,4.5
29-04-2014,Pittsburgh,5
29-04-2014,Toronto,8
29-04-2014,Philadelphia,5
29-04-2014,New York,4
29-04-2014,Montreal,7
29-04-2014,Boston,5
29-04-2014,Beersheba,1
29-04-2014,Tel Aviv District,2
29-04-2014,Eilat,1
29-04-2014,Haifa,2
29-04-2014,Nahariyya,2
29-04-2014,Jerusalem,1
30-04-2014,Vancouver,1
30-04-2014,Portland,2
30-04-2014,San Francisco,1
30-04-2014,Seattle,2
30-04-2014,Los Angeles,2.5
30-04-2014,San Diego,4
30-04-2014,Las Vegas,4.5
30-04-2014,Phoenix,5
30-04-2014,Albuquerque,2
30-04-2014,Denver,6
30-04-2014,San Antonio,5
30-04-2014,Dallas,6
30-04-2014,Houston,4
30-04-2014,Kansas City,6
30-04-2014,Minneapolis,5
30-04-2014,Saint Louis,5
30-04-2014,Chicago,3
30-04-2014,Nashville,1
30-04-2014,Indianapolis,3.5
30-04-2014,Atlanta,4
30-04-2014,Detroit,3
30-04-2014,Jacksonville,3
30-04-2014,Charlotte,4
30-04-2014,Miami,5
30-04-2014,Pittsburgh,4
30-04-2014,Toronto,6
30-04-2014,Philadelphia,4
30-04-2014,New York,6
30-04-2014,Montreal,5
30-04-2014,Boston,5
30-04-2014,Beersheba,1
30-04-2014,Tel Aviv District,1
30-04-2014,Eilat,2
30-04-2014,Haifa,1
30-04-2014,Nahariyya,1
30-04-2014,Jerusalem,1
01-05-2014,Vancouver,1
01-05-2014,Portland,2
01-05-2014,San Francisco,1
01-05-2014,Seattle,1
01-05-2014,Los Angeles,2
01-05-2014,San Diego,4
01-05-2014,Las Vegas,3
01-05-2014,Phoenix,6
01-05-2014,Albuquerque,2
01-05-2014,Denver,4.5
01-05-2014,San Antonio,2.5
01-05-2014,Dallas,3
01-05-2014,Houston,2
01-05-2014,Kansas City,5
01-05-2014,Minneapolis,5
01-05-2014,Saint Louis,5
01-05-2014,Chicago,4.5
01-05-2014,Nashville,2.5
01-05-2014,Indianapolis,4
01-05-2014,Atlanta,3
01-05-2014,Detroit,4
01-05-2014,Jacksonville,1.5
01-05-2014,Charlotte,5
01-05-2014,Miami,4
01-05-2014,Pittsburgh,2
01-05-2014,Toronto,3.5
01-05-2014,Philadelphia,3.5
01-05-2014,New York,4
01-05-2014,Montreal,5
01-05-2014,Boston,6
01-05-2014,Beersheba,1
01-05-2014,Tel Aviv District,1
01-05-2014,Eilat,1
01-05-2014,Haifa,3
01-05-2014,Nahariyya,3
01-05-2014,Jerusalem,1
02-05-2014,Vancouver,1
02-05-2014,Portland,1
02-05-2014,San Francisco,1
02-05-2014,Seattle,3
02-05-2014,Los Angeles,1
02-05-2014,San Diego,1
02-05-2014,Las Vegas,1
02-05-2014,Phoenix,2
02-05-2014,Albuquerque,1
02-05-2014,Denver,2
02-05-2014,San Antonio,3
02-05-2014,Dallas,2
02-05-2014,Houston,1.5
02-05-2014,Kansas City,3
02-05-2014,Minneapolis,3
02-05-2014,Saint Louis,4
02-05-2014,Chicago,4
02-05-2014,Nashville,2
02-05-2014,Indianapolis,4
02-05-2014,Atlanta,1
02-05-2014,Detroit,5
02-05-2014,Jacksonville,2
02-05-2014,Charlotte,3
02-05-2014,Miami,3
02-05-2014,Pittsburgh,2
02-05-2014,Toronto,4
02-05-2014,Philadelphia,2
02-05-2014,New York,2
02-05-2014,Montreal,6
02-05-2014,Boston,3
02-05-2014,Beersheba,2
02-05-2014,Tel Aviv District,2
02-05-2014,Eilat,2
02-05-2014,Haifa,3
02-05-2014,Nahariyya,3
02-05-2014,Jerusalem,1
03-05-2014,Vancouver,1
03-05-2014,Portland,2
03-05-2014,San Francisco,2
03-05-2014,Seattle,3
03-05-2014,Los Angeles,1
03-05-2014,San Diego,1
03-05-2014,Las Vegas,1
03-05-2014,Phoenix,1
03-05-2014,Albuquerque,1
03-05-2014,Denver,2
03-05-2014,San Antonio,4
03-05-2014,Dallas,2
03-05-2014,Houston,3
03-05-2014,Kansas City,2
03-05-2014,Minneapolis,3.5
03-05-2014,Saint Louis,3
03-05-2014,Chicago,5
03-05-2014,Nashville,2
03-05-2014,Indianapolis,4
03-05-2014,Atlanta,2
03-05-2014,Detroit,4
03-05-2014,Jacksonville,1
03-05-2014,Charlotte,3
03-05-2014,Miami,3
03-05-2014,Pittsburgh,2
03-05-2014,Toronto,3
03-05-2014,Philadelphia,2
03-05-2014,New York,2
03-05-2014,Montreal,4
03-05-2014,Boston,2
03-05-2014,Beersheba,1
03-05-2014,Tel Aviv District,1.5
03-05-2014,Eilat,2
03-05-2014,Haifa,3
03-05-2014,Nahariyya,3
03-05-2014,Jerusalem,1
04-05-2014,Vancouver,4
04-05-2014,Portland,3
04-05-2014,San Francisco,4
04-05-2014,Seattle,2
04-05-2014,Los Angeles,1
04-05-2014,San Diego,1
04-05-2014,Las Vegas,5
04-05-2014,Phoenix,1
04-05-2014,Albuquerque,3
04-05-2014,Denver,2
04-05-2014,San Antonio,4
04-05-2014,Dallas,3
04-05-2014,Houston,3
04-05-2014,Kansas City,3
04-05-2014,Minneapolis,4
04-05-2014,Saint Louis,1.5
04-05-2014,Chicago,4
04-05-2014,Nashville,2
04-05-2014,Indianapolis,3
04-05-2014,Atlanta,2
04-05-2014,Detroit,3
04-05-2014,Jacksonville,2
04-05-2014,Charlotte,2
04-05-2014,Miami,2.5
04-05-2014,Pittsburgh,2
04-05-2014,Toronto,5.5
04-05-2014,Philadelphia,2
04-05-2014,New York,3
04-05-2014,Montreal,4
04-05-2014,Boston,3
04-05-2014,Beersheba,2
04-05-2014,Tel Aviv District,2
04-05-2014,Eilat,1.5
04-05-2014,Haifa,2
04-05-2014,Nahariyya,2
04-05-2014,Jerusalem,1
05-05-2014,Vancouver,1
05-05-2014,Portland,1
05-05-2014,San Francisco,3
05-05-2014,Seattle,1
05-05-2014,Los Angeles,1
05-05-2014,San Diego,1
05-05-2014,Las Vegas,3
05-05-2014,Phoenix,2
05-05-2014,Albuquerque,1
05-05-2014,Denver,2
05-05-2014,San Antonio,4
05-05-2014,Dallas,5
05-05-2014,Houston,2.5
05-05-2014,Kansas City,1
05-05-2014,Minneapolis,1.5
05-05-2014,Saint Louis,1
05-05-2014,Chicago,1.5
05-05-2014,Nashville,3
05-05-2014,Indianapolis,2
05-05-2014,Atlanta,2
05-05-2014,Detroit,1
05-05-2014,Jacksonville,2
05-05-2014,Charlotte,2
05-05-2014,Miami,2
05-05-2014,Pittsburgh,1
05-05-2014,Toronto,1
05-05-2014,Philadelphia,3
05-05-2014,New York,1
05-05-2014,Montreal,3
05-05-2014,Boston,4
05-05-2014,Beersheba,2
05-05-2014,Tel Aviv District,3
05-05-2014,Eilat,2
05-05-2014,Haifa,1
05-05-2014,Nahariyya,1
05-05-2014,Jerusalem,1
06-05-2014,Vancouver,1
06-05-2014,Portland,1
06-05-2014,San Francisco,2
06-05-2014,Seattle,1.5
06-05-2014,Los Angeles,1
06-05-2014,San Diego,2
06-05-2014,Las Vegas,5
06-05-2014,Phoenix,2.5
06-05-2014,Albuquerque,1.5
06-05-2014,Denver,2
06-05-2014,San Antonio,4
06-05-2014,Dallas,6.5
06-05-2014,Houston,3
06-05-2014,Kansas City,3
06-05-2014,Minneapolis,2.5
06-05-2014,Saint Louis,1
06-05-2014,Chicago,2
06-05-2014,Nashville,3
06-05-2014,Indianapolis,2
06-05-2014,Atlanta,2
06-05-2014,Detroit,2
06-05-2014,Jacksonville,2
06-05-2014,Charlotte,2
06-05-2014,Miami,2
06-05-2014,Pittsburgh,1
06-05-2014,Toronto,2
06-05-2014,Philadelphia,2
06-05-2014,New York,1
06-05-2014,Montreal,3
06-05-2014,Boston,2
06-05-2014,Beersheba,3
06-05-2014,Tel Aviv District,4
06-05-2014,Eilat,4
06-05-2014,Haifa,2.5
06-05-2014,Nahariyya,1.5
06-05-2014,Jerusalem,1
07-05-2014,Vancouver,1
07-05-2014,Portland,1
07-05-2014,San Francisco,1
07-05-2014,Seattle,1
07-05-2014,Los Angeles,1
07-05-2014,San Diego,1.5
07-05-2014,Las Vegas,2
07-05-2014,Phoenix,2
07-05-2014,Albuquerque,2
07-05-2014,Denver,1.5
07-05-2014,San Antonio,5
07-05-2014,Dallas,5
07-05-2014,Houston,4
07-05-2014,Kansas City,3
07-05-2014,Minneapolis,5
