City,weather_description,humidity_pressure_correlation
Eilat,"scattered clouds",-0.39163110687769664
Eilat,"few clouds",-0.4569186228821919
Eilat,"broken clouds",-0.5304027363820013
Eilat,"overcast clouds",-0.6156842706630968
Eilat,"moderate rain",-0.18993007021950986
Eilat,"thunderstorm with rain",0.5157450850067592
Eilat,"shower rain",-0.17490778777865043
Eilat,"light rain",-0.14914519184528344
Eilat,mist,0.1974653130755065
Eilat,fog,0.6249031733320638
Eilat,thunderstorm,-0.356281605342432
Eilat,"proximity thunderstorm",0.6405662932104047
Eilat,drizzle,0.7265730481429273
"Kansas City","sky is clear",0.15408735216095235
"Kansas City","few clouds",0.08152674407204956
"Kansas City","light rain",0.10579793232811341
"Kansas City","scattered clouds",0.1875595379055167
"Kansas City","broken clouds",0.28185772278598514
"Kansas City","moderate rain",0.1971922746938626
"Kansas City",thunderstorm,-0.004073439185817873
"Kansas City","overcast clouds",0.22678824413438858
"Kansas City",mist,-0.06721660695986736
"Kansas City","proximity thunderstorm",-0.07139961481748512
"Kansas City",haze,-0.07457088115813393
"Kansas City","thunderstorm with light rain",0.0832134555748903
"Kansas City",fog,0.06948357177065043
"Kansas City","light intensity shower rain",-0.040927886001409654
"Kansas City","proximity shower rain",-0.10918003849366872
"Kansas City","very heavy rain",0.7835457491212848
"Kansas City","shower rain",0.15137182866139043
"Kansas City","thunderstorm with rain",-0.8881697952585274
"Kansas City","thunderstorm with heavy rain",-0.5110749325784855
"Kansas City","light intensity drizzle",-0.10727326617701301
"Kansas City","heavy intensity shower rain",0.38157712020280427
"Kansas City","heavy snow",-0.40486459150357257
"Kansas City","heavy intensity rain",0.029875410423422875
"Kansas City","light snow",0.06906904451655063
"Kansas City",snow,-0.15515461643521913
"Kansas City",smoke,-0.16474021418264373
"Kansas City",squalls,-0.39647102921974076
"Kansas City","shower drizzle",1
"Kansas City","freezing rain",0.8219949365267865
"Kansas City",drizzle,0.018911736861805844
Haifa,"sky is clear",0.17977157538141889
Haifa,"few clouds",0.4553322067916909
Haifa,"scattered clouds",0.45858893761255987
Haifa,"broken clouds",0.4260938641667909
Haifa,"overcast clouds",0.379604261550163
Haifa,"light rain",0.5336786235683597
Haifa,"moderate rain",0.6129083486631671
Haifa,"heavy intensity rain",0.6240925490434633
Haifa,mist,-0.005451353046425765
Haifa,"thunderstorm with rain",-0.062297689879031365
Haifa,haze,0.2280340212761803
Haifa,fog,0.23195268626040982
Haifa,"proximity thunderstorm",0.3671947917521328
Haifa,"thunderstorm with heavy rain",-1
Haifa,drizzle,-0.026387133477498388
Haifa,dust,0.003003657382562323
Haifa,"shower rain",0.8563324339593421
Haifa,"thunderstorm with light rain",-0.05067003651937761
Vancouver,smoke,0.18392554637944747
Vancouver,"light shower snow",-0.19315106553321015
Vancouver,"thunderstorm with heavy rain",-0.9955232465471126
Vancouver,"thunderstorm with light rain",-0.43395182175768005
Vancouver,haze,0.15183479949446893
Vancouver,thunderstorm,0.7063777058641554
Vancouver,"heavy intensity shower rain",-0.5347264818797108
Vancouver,drizzle,-0.409644015186457
Vancouver,"light rain and snow",-0.936789546613709
Vancouver,"thunderstorm with rain",1
Vancouver,"proximity thunderstorm",-0.6514085653983999
Vancouver,"light shower sleet",1
Nahariyya,"overcast clouds",0.32617170920897004
Nahariyya,"sky is clear",0.22555008760676454
Nahariyya,"few clouds",0.23813747223602072
Nahariyya,"scattered clouds",0.35567494291670904
Nahariyya,"light rain",0.08444501508441027
Nahariyya,"broken clouds",0.32429169146791176
Nahariyya,"moderate rain",0.11345923527163779
Nahariyya,"heavy intensity rain",-0.13358079991032748
Nahariyya,fog,0.31467181467181465
Nahariyya,mist,-0.014183322158532208
Nahariyya,"proximity thunderstorm",0.35123563338490066
Nahariyya,"thunderstorm with heavy rain",-1
Nahariyya,drizzle,-0.05443341178726274
Nahariyya,haze,0.22690149175473145
Nahariyya,"thunderstorm with rain",-0.062297689879031365
Nahariyya,dust,0.003003657382562323
Nahariyya,"shower rain",0.77988625878626
Nahariyya,"thunderstorm with light rain",0.037190400165280094
Jerusalem,"sky is clear",0.029137781359891136
Jerusalem,"few clouds",0.03304601696944248
Jerusalem,"broken clouds",0.2962888491507402
Jerusalem,"light rain",0.5004946101648288
Jerusalem,"scattered clouds",0.1893694004387861
Jerusalem,"overcast clouds",0.27690077058154333
Jerusalem,"moderate rain",0.5315875819238719
Jerusalem,"heavy intensity rain",0.5496547733762785
Jerusalem,mist,0.1760178885932785
Jerusalem,thunderstorm,0.04082073608538031
Jerusalem,haze,-0.02575317562639285
Jerusalem,fog,0.7156603569615044
Jerusalem,dust,-0.3800900118451184
Jerusalem,"shower rain",0.12546554073704624
Jerusalem,"thunderstorm with heavy rain",0.22641862498659476
Jerusalem,"proximity thunderstorm",0.4239314861646604
Jerusalem,"thunderstorm with light rain",0.5048168308449177
Jerusalem,"thunderstorm with rain",0.06975311935379888
Jerusalem,"heavy intensity shower rain",-0.9645788568769381
Beersheba,"sky is clear",0.21972709943284088
Beersheba,"overcast clouds",0.35159682380154417
Beersheba,"broken clouds",0.23723193410954546
Beersheba,"light rain",0.14714014351204727
Beersheba,"scattered clouds",0.18936377737179944
Beersheba,"few clouds",0.12062271943633836
Beersheba,"moderate rain",0.7379726855596
Beersheba,"heavy intensity rain",0.3763890278236442
Boston,"sky is clear",0.20663905179933598
Boston,"scattered clouds",0.17608325942080613
Boston,"few clouds",0.394690796403396
Boston,"broken clouds",0.19314108753005568
Boston,"light rain",0.13961636212641054
Boston,"overcast clouds",0.044170537622528254
Boston,drizzle,0.10288507072719558
Boston,mist,-0.028615598545210973
Boston,"moderate rain",0.22503664712452978
Boston,"thunderstorm with light rain",0.2759349099487117
Boston,"proximity thunderstorm",-0.06632387734876151
Boston,"heavy intensity rain",0.3098662307703532
Boston,haze,-0.24456325214407681
Boston,fog,-0.005226812145414738
Boston,"light intensity drizzle",-0.18586028012906516
Boston,"heavy snow",0.07882570254880485
Boston,snow,0.2915082395452195
Boston,"light snow",0.2665789922699724
Boston,squalls,-0.41287636276237916
Boston,"very heavy rain",-0.17425872113308866
Boston,"thunderstorm with rain",-0.04422713891127426
Boston,"heavy intensity drizzle",0.5122418892119179
Boston,thunderstorm,0.24871578725260243
Boston,"thunderstorm with heavy rain",-0.3918505356163184
Boston,dust,-0.9166959647084235
Minneapolis,"few clouds",0.05557975276476619
Minneapolis,"sky is clear",0.09383681045593241
Minneapolis,"heavy intensity rain",0.1082422817477456
Minneapolis,"moderate rain",-0.09384567340275295
Minneapolis,"broken clouds",0.013861322003344072
Minneapolis,"scattered clouds",0.08051811734753914
Minneapolis,"overcast clouds",-0.009027023337992593
Minneapolis,"light rain",-0.05703882473014652
Minneapolis,"proximity thunderstorm",-0.040246229946975444
Minneapolis,mist,0.041132828437731646
Minneapolis,fog,-0.02512435310681848
Minneapolis,"light intensity drizzle",-0.16888035313921387
Minneapolis,"proximity thunderstorm with rain",-0.21916462161914996
Minneapolis,"thunderstorm with heavy rain",0.1904858171933482
Minneapolis,haze,-0.1288292431505253
Minneapolis,drizzle,-0.2245358892519828
Minneapolis,"thunderstorm with light rain",-0.07446073829758562
Minneapolis,"heavy intensity drizzle",0.40198711444809326
Minneapolis,"thunderstorm with rain",-0.2662247714091058
Minneapolis,squalls,-0.5684166282616819
Minneapolis,"heavy snow",0.038542099985041024
Minneapolis,snow,0.1655224764798048
Minneapolis,"light snow",-0.13524922386809216
Minneapolis,"very heavy rain",0.54056460326827
Minneapolis,"proximity thunderstorm with drizzle",-0.6705624846784055
Minneapolis,thunderstorm,0.13259604725718693
Minneapolis,"thunderstorm with light drizzle",0.8905509193458736
Minneapolis,"proximity shower rain",-0.2261988947569231
Minneapolis,"light shower snow",0.32740683957629707
Minneapolis,"light intensity shower rain",0.6228341799775277
Toronto,"broken clouds",0.26877121664738485
Toronto,"few clouds",0.19007862401583342
Toronto,"light rain",0.2522414703581908
Toronto,"sky is clear",0.12066574777961411
Toronto,"thunderstorm with light rain",0.09612696486592905
Toronto,thunderstorm,0.6393836783434989
Toronto,"moderate rain",-0.00032634721817197706
Toronto,mist,0.5199082811473997
Toronto,"scattered clouds",0.08839385989423017
Toronto,"light intensity shower rain",0.7035787850399647
Toronto,"proximity shower rain",0.36715949974252865
Toronto,"overcast clouds",0.22732616688013485
Toronto,haze,0.0675114086537794
Toronto,"light intensity drizzle",0.8439059296812423
Toronto,"heavy intensity rain",0.14838067146913428
Toronto,"heavy intensity shower rain",0.9599281760652616
Toronto,"proximity thunderstorm",-0.16853787623595148
Toronto,fog,-0.15337539417779367
Toronto,"thunderstorm with heavy rain",-0.09804348752774028
Toronto,"thunderstorm with rain",-0.5294261604972408
Toronto,"light shower sleet",0.10851095838305397
Toronto,"heavy shower snow",0.3318179983377717
Toronto,"heavy snow",0.18761169312267525
Toronto,"shower rain",0.8357222210248092
Toronto,"freezing rain",0.30542361089076303
Toronto,snow,0.2452360462140521
Toronto,"shower snow",0.3418597542919249
Toronto,"light snow",0.07467874383555163
Toronto,"light shower snow",-0.26720966848204786
Toronto,"very heavy rain",0.02902376195485069
Toronto,"light intensity drizzle rain",-0.39863682880894935
Toronto,squalls,1
Toronto,drizzle,-0.8021806287494232
"San Francisco",mist,-0.04479654612282425
"San Francisco",haze,-0.1190430382389774
"San Francisco","broken clouds",0.19429877964585568
"San Francisco",fog,-0.11613583249391711
"San Francisco","overcast clouds",0.05383745404709868
"San Francisco","scattered clouds",0.18974826651204077
"San Francisco","sky is clear",0.17859016431888022
"San Francisco","heavy intensity rain",0.2804316390047115
"San Francisco","light rain",0.18501167059419224
"San Francisco","light intensity drizzle",-0.2828757702497486
"San Francisco","thunderstorm with light rain",-0.39969847998728714
"San Francisco","few clouds",0.22222124505875812
"San Francisco","proximity thunderstorm",-0.12320000289954673
"San Francisco",thunderstorm,-0.23704278597340053
"San Francisco","moderate rain",0.2717266000206714
"San Francisco",drizzle,-0.3165795877089298
"San Francisco","proximity shower rain",-0.1805456145886564
"San Francisco","thunderstorm with rain",-0.037600507404426935
"San Francisco","heavy snow",-0.08890901051980937
"San Francisco","thunderstorm with heavy rain",-0.10792650841773979
"San Francisco","heavy intensity drizzle",-0.5436400661853311
"San Francisco","very heavy rain",-0.4933962388385501
"San Francisco","light intensity shower rain",-0.2117804081664108
"San Francisco","proximity thunderstorm with rain",-0.06642190788335806
"San Francisco",smoke,-0.14212606747471399
"San Francisco","shower rain",-0.9057962601140003
"San Francisco",squalls,-0.222931364347513
"San Francisco","light snow",-0.31347726762636097
Charlotte,"overcast clouds",-0.018224218780287033
Charlotte,"scattered clouds",0.08264472519762668
Charlotte,"sky is clear",0.07506905206128478
Charlotte,"broken clouds",0.11926104914307854
Charlotte,"few clouds",0.05119509901184115
Charlotte,haze,-0.07194413828656762
Charlotte,mist,-0.06421526255495837
Charlotte,"light rain",0.05386998498442504
Charlotte,"light intensity drizzle",-0.10069928735464355
Charlotte,fog,-0.023191676062811868
Charlotte,"heavy intensity rain",0.2489044113227572
Charlotte,"moderate rain",0.04539136200966706
Charlotte,"proximity thunderstorm",-0.08756761645412629
Charlotte,thunderstorm,-0.1998987643218124
Charlotte,"thunderstorm with light rain",0.25884093210978576
Charlotte,"thunderstorm with heavy rain",-0.29610783794684986
Charlotte,"heavy intensity drizzle",-0.046133407064484884
Charlotte,"very heavy rain",0.09311629083911589
Charlotte,"thunderstorm with rain",0.06315946221621578
Charlotte,"proximity thunderstorm with rain",-0.043380555537366784
Charlotte,drizzle,-0.0816880734612863
Charlotte,"heavy snow",0.3148116534261416
Charlotte,snow,0.2905300429606255
Charlotte,"light snow",-0.14678183601285957
Charlotte,smoke,-0.24817776340927278
"Las Vegas","sky is clear",0.11029979421471156
"Las Vegas","proximity thunderstorm",0.10194732778418861
"Las Vegas","broken clouds",0.12018655735064192
"Las Vegas","scattered clouds",0.07939968094765022
"Las Vegas","few clouds",0.12351741398959118
"Las Vegas",haze,0.12172596803405472
"Las Vegas","overcast clouds",0.18778612636440237
"Las Vegas","light rain",0.013089252540371606
"Las Vegas","heavy intensity rain",-0.29769599766689053
"Las Vegas",dust,-0.03747852496118717
"Las Vegas","light intensity drizzle",0.17446649847515666
"Las Vegas","moderate rain",-0.12405378612902153
"Las Vegas",mist,0.20610467970252594
"Las Vegas","thunderstorm with heavy rain",0.5360091886310042
"Las Vegas",squalls,-0.00975340081684131
"Las Vegas",thunderstorm,0.262951042685298
"Las Vegas","thunderstorm with light rain",0.35262685922899634
"Las Vegas","light snow",-0.5540204149696049
"Las Vegas",drizzle,-0.2578291928742489
